release_group,artist_credit
rg2992,ac2414
rg2993,ac83
rg2994,ac3611
rg2995,ac141
rg2996,ac4287
rg2997,ac3515
rg2998,ac2331
rg2999,ac141
rg3000,ac2763
rg3001,ac3722
rg3002,ac3685
rg3003,ac801
rg3004,ac3237
rg3005,ac378
rg3006,ac3339
rg3007,ac1941
rg3008,ac1941
rg3009,ac4567
rg3010,ac569
rg3011,ac3083
rg3012,ac141
rg3013,ac3867
rg3014,ac1775
rg3015,ac3511
rg3016,ac3727
rg3017,ac4182
rg3018,ac50
rg3019,ac1595
rg3020,ac181
rg3021,ac141
rg3022,ac141
rg3023,ac2760
rg3024,ac1041
rg3025,ac2908
rg3026,ac141
rg3027,ac2419
rg3028,ac3420
rg3029,ac1267
rg3030,ac2800
rg3031,ac4334
rg3032,ac3604
rg3033,ac2487
rg3034,ac1921
rg3035,ac4328
rg3036,ac983
rg3037,ac2548
rg3038,ac924
rg3039,ac3929
rg3040,ac85
rg3041,ac3368
rg3042,ac433
rg3043,ac4431
rg3044,ac1238
rg3045,ac1195
rg3046,ac1964
rg3047,ac3975
rg3048,ac141
rg3049,ac3989
rg3050,ac3396
rg3051,ac100
rg3052,ac1266
rg3053,ac1462
rg3054,ac992
rg3055,ac4574
rg3056,ac4454
rg3057,ac3504
rg3058,ac1904
rg3059,ac4153
rg3060,ac3304
rg3061,ac767
rg3062,ac355
rg3063,ac4013
rg3064,ac1970
rg3065,ac1970
rg3066,ac2318
rg3067,ac141
rg3068,ac3532
rg3069,ac3529
rg3070,ac141
rg3071,ac141
rg3072,ac309
rg3073,ac1272
rg3074,ac3219
rg3075,ac4069
rg3076,ac4458
rg3077,ac4458
rg3078,ac4287
rg3079,ac191
rg3080,ac2289
rg3081,ac1169
rg3082,ac2930
rg3083,ac1590
rg3084,ac3641
rg3085,ac4196
rg3086,ac158
rg3087,ac2079
rg3088,ac141
rg3089,ac135
rg3090,ac141
rg3091,ac3381
rg3092,ac4591
rg3093,ac141
rg3094,ac688
rg3095,ac2520
rg3096,ac2501
rg3097,ac4024
rg3098,ac3726
rg3099,ac2087
rg3100,ac3468
rg3101,ac141
rg3102,ac940
rg3103,ac3525
rg3104,ac1908
rg3105,ac3409
rg3106,ac697
rg3107,ac4323
rg3108,ac2252
rg3109,ac4464
rg3110,ac26
rg3111,ac4449
rg3112,ac3554
rg3113,ac2429
rg3114,ac141
rg3115,ac1538
rg3116,ac3214
rg3117,ac141
rg3118,ac1204
rg3119,ac199
rg3120,ac197
rg3121,ac4171
rg3122,ac200
rg3123,ac2649
rg3124,ac237
rg3125,ac3788
rg3126,ac141
rg3127,ac3048
rg3128,ac3595
rg3129,ac4355
rg3130,ac4510
rg3131,ac141
rg3132,ac4477
rg3133,ac3156
rg3134,ac1755
rg3135,ac3266
rg3136,ac303
rg3137,ac145
rg3138,ac141
rg3139,ac141
rg3140,ac3371
rg3141,ac3371
rg3142,ac4453
rg3143,ac3362
rg3144,ac2901
rg3145,ac4547
rg3146,ac185
rg3147,ac1894
rg3148,ac2896
rg3149,ac1389
rg3150,ac141
rg3151,ac250
rg3152,ac1321
rg3153,ac984
rg3154,ac2758
rg3155,ac2998
rg3156,ac4481
rg3157,ac924
rg3158,ac3776
rg3159,ac141
rg3160,ac4595
rg3161,ac141
rg3162,ac58
rg3163,ac480
rg3164,ac438
rg3165,ac4497
rg3166,ac3513
rg3167,ac4560
rg3168,ac904
rg3169,ac2555
rg3170,ac4362
rg3171,ac4362
rg3172,ac141
rg3173,ac141
rg3174,ac4244
rg3175,ac3229
rg3176,ac3905
rg3177,ac4460
rg3178,ac3833
rg3179,ac939
rg3180,ac2083
rg3181,ac1589
rg3182,ac3222
rg3183,ac3620
rg3184,ac4261
rg3185,ac3238
rg3186,ac4017
rg3187,ac761
rg3188,ac2796
rg3189,ac1848
rg3190,ac141
rg3191,ac1632
rg3192,ac1827
rg3193,ac2547
rg3194,ac3502
rg3195,ac3502
rg3196,ac1679
rg3197,ac3112
rg3198,ac814
rg3199,ac162
rg3200,ac141
rg3201,ac141
rg3202,ac2349
rg3203,ac2349
rg3204,ac16
rg3205,ac141
rg3206,ac4523
rg3207,ac1182
rg3208,ac141
rg3209,ac3062
rg3210,ac2612
rg3211,ac724
rg3212,ac1030
rg3213,ac141
rg3214,ac1587
rg3215,ac141
rg3216,ac3310
rg3217,ac3310
rg3218,ac476
rg3219,ac3155
rg3220,ac823
rg3221,ac3899
rg3222,ac141
rg3223,ac1479
rg3224,ac1820
rg3225,ac4390
rg3226,ac3199
rg3227,ac1416
rg3228,ac65
rg3229,ac3615
rg3230,ac1810
rg3231,ac1679
rg3232,ac1679
rg3233,ac1598
rg3234,ac1598
rg3235,ac400
rg3236,ac141
rg3237,ac141
rg3238,ac1284
rg3239,ac2616
rg3240,ac2616
rg3241,ac2258
rg3242,ac107
rg3243,ac923
rg3244,ac479
rg3245,ac3545
rg3246,ac1458
rg3247,ac2961
rg3248,ac4536
rg3249,ac4117
rg3250,ac751
rg3251,ac144
rg3252,ac141
rg3253,ac185
rg3254,ac141
rg3255,ac4021
rg3256,ac455
rg3257,ac141
rg3258,ac2419
rg3259,ac887
rg3260,ac1927
rg3261,ac2276
rg3262,ac2692
rg3263,ac2452
rg3264,ac3651
rg3265,ac2092
rg3266,ac1649
rg3267,ac632
rg3268,ac3473
rg3269,ac1243
rg3270,ac2644
rg3271,ac3552
rg3272,ac3749
rg3273,ac107
rg3274,ac1924
rg3275,ac141
rg3276,ac264
rg3277,ac4410
rg3278,ac743
rg3279,ac1956
rg3280,ac783
rg3281,ac3734
rg3282,ac2110
rg3283,ac4451
rg3284,ac141
rg3285,ac2357
rg3286,ac1099
rg3287,ac1855
rg3288,ac4525
rg3289,ac1007
rg3290,ac943
rg3291,ac141
rg3292,ac141
rg3293,ac3930
rg3294,ac1149
rg3295,ac474
rg3296,ac2523
rg3297,ac3374
rg3298,ac3135
rg3299,ac1158
rg3300,ac1040
rg3301,ac4399
rg3302,ac1625
rg3303,ac464
rg3304,ac3139
rg3305,ac141
rg3306,ac141
rg3307,ac341
rg3308,ac1905
rg3309,ac141
rg3310,ac3558
rg3311,ac2138
rg3312,ac4248
rg3313,ac2112
rg3314,ac2390
rg3315,ac141
rg3316,ac141
rg3317,ac1526
rg3318,ac2719
rg3319,ac4205
rg3320,ac157
rg3321,ac141
rg3322,ac141
rg3323,ac2360
rg3324,ac2229
rg3325,ac3171
rg3326,ac3346
rg3327,ac1385
rg3328,ac725
rg3329,ac3746
rg3330,ac3331
rg3331,ac242
rg3332,ac3454
rg3333,ac1100
rg3334,ac2241
rg3335,ac2687
rg3336,ac141
rg3337,ac998
rg3338,ac238
rg3339,ac493
rg3340,ac318
rg3341,ac2798
rg3342,ac141
rg3343,ac3718
rg3344,ac1562
rg3345,ac1184
rg3346,ac141
rg3347,ac141
rg3348,ac543
rg3349,ac3208
rg3350,ac532
rg3351,ac141
rg3352,ac2709
rg3353,ac1076
rg3354,ac141
rg3355,ac1441
rg3356,ac431
rg3357,ac2804
rg3358,ac141
rg3359,ac492
rg3360,ac632
rg3361,ac3778
rg3362,ac141
rg3363,ac141
rg3364,ac258
rg3365,ac3993
rg3366,ac2855
rg3367,ac1952
rg3368,ac141
rg3369,ac2525
rg3370,ac2419
rg3371,ac2169
rg3372,ac3367
rg3373,ac1551
rg3374,ac3938
rg3375,ac141
rg3376,ac2874
rg3377,ac60
rg3378,ac141
rg3379,ac4150
rg3380,ac418
rg3381,ac2758
rg3382,ac1986
rg3383,ac4434
rg3384,ac1504
rg3385,ac4185
rg3386,ac233
rg3387,ac62
rg3388,ac2229
rg3389,ac141
rg3390,ac4346
rg3391,ac141
rg3392,ac141
rg3393,ac3096
rg3394,ac141
rg3395,ac2829
rg3396,ac2782
rg3397,ac3604
rg3398,ac2485
rg3399,ac2817
rg3400,ac896
rg3401,ac2784
rg3402,ac4137
rg3403,ac1707
rg3404,ac3628
rg3405,ac265
rg3406,ac685
rg3407,ac189
rg3408,ac4380
rg3409,ac2741
rg3410,ac2357
rg3411,ac646
rg3412,ac3125
rg3413,ac444
rg3414,ac444
rg3415,ac1620
rg3416,ac141
rg3417,ac2143
rg3418,ac1034
rg3419,ac3592
rg3420,ac2143
rg3421,ac141
rg3422,ac4614
rg3423,ac141
rg3424,ac1329
rg3425,ac1880
rg3426,ac4625
rg3427,ac141
rg3428,ac141
rg3429,ac3391
rg3430,ac1763
rg3431,ac141
rg3432,ac3984
rg3433,ac669
rg3434,ac3736
rg3435,ac3690
rg3436,ac3174
rg3437,ac2173
rg3438,ac141
rg3439,ac1352
rg3440,ac4337
rg3441,ac4610
rg3442,ac1913
rg3443,ac4415
rg3444,ac3047
rg3445,ac4168
rg3446,ac3094
rg3447,ac3824
rg3448,ac3339
rg3449,ac428
rg3450,ac3389
rg3451,ac4595
rg3452,ac141
rg3453,ac2297
rg3454,ac3249
rg3455,ac3967
rg3456,ac56
rg3457,ac294
rg3458,ac141
rg3459,ac1108
rg3460,ac4153
rg3461,ac162
rg3462,ac151
rg3463,ac3063
rg3464,ac1930
rg3465,ac4511
rg3466,ac1485
rg3467,ac688
rg3468,ac40
rg3469,ac141
rg3470,ac141
rg3471,ac548
rg3472,ac2386
rg3473,ac3845
rg3474,ac3484
rg3475,ac3294
rg3476,ac141
rg3477,ac3292
rg3478,ac4181
rg3479,ac2219
rg3480,ac1468
rg3481,ac1153
rg3482,ac4409
rg3483,ac141
rg3484,ac3791
rg3485,ac3599
rg3486,ac459
rg3487,ac1443
rg3488,ac72
rg3489,ac2055
rg3490,ac2986
rg3491,ac141
rg3492,ac893
rg3493,ac3445
rg3494,ac3651
rg3495,ac403
rg3496,ac2884
rg3497,ac3035
rg3498,ac1721
rg3499,ac4214
rg3500,ac446
rg3501,ac747
rg3502,ac350
rg3503,ac2678
rg3504,ac1363
rg3505,ac390
rg3506,ac721
rg3507,ac141
rg3508,ac478
rg3509,ac2273
rg3510,ac4380
rg3511,ac141
rg3512,ac1653
rg3513,ac1542
rg3514,ac17
rg3515,ac4363
rg3516,ac4363
rg3517,ac3498
rg3518,ac1305
rg3519,ac3869
rg3520,ac4176
rg3521,ac3786
rg3522,ac141
rg3523,ac141
rg3524,ac2246
rg3525,ac906
rg3526,ac2070
rg3527,ac1755
rg3528,ac4271
rg3529,ac1745
rg3530,ac2100
rg3531,ac108
rg3532,ac1233
rg3533,ac1232
rg3534,ac2905
rg3535,ac1223
rg3536,ac2099
rg3537,ac141
rg3538,ac2607
rg3539,ac2607
rg3540,ac640
rg3541,ac2528
rg3542,ac2790
rg3543,ac3427
rg3544,ac2124
rg3545,ac141
rg3546,ac2970
rg3547,ac4063
rg3548,ac2972
rg3549,ac2172
rg3550,ac2895
rg3551,ac4155
rg3552,ac141
rg3553,ac2802
rg3554,ac4381
rg3555,ac646
rg3556,ac1089
rg3557,ac1948
rg3558,ac2834
rg3559,ac3242
rg3560,ac2932
rg3561,ac1273
rg3562,ac1874
rg3563,ac811
rg3564,ac1961
rg3565,ac2362
rg3566,ac3982
rg3567,ac2649
rg3568,ac141
rg3569,ac2621
rg3570,ac524
rg3571,ac63
rg3572,ac2113
rg3573,ac2901
rg3574,ac3707
rg3575,ac2973
rg3576,ac193
rg3577,ac141
rg3578,ac1746
rg3579,ac2834
rg3580,ac2841
rg3581,ac2436
rg3582,ac3613
rg3583,ac2101
rg3584,ac2746
rg3585,ac4469
rg3586,ac574
rg3587,ac1596
rg3588,ac767
rg3589,ac1668
rg3590,ac2966
rg3591,ac2017
rg3592,ac558
rg3593,ac652
rg3594,ac1805
rg3595,ac141
rg3596,ac53
rg3597,ac3109
rg3598,ac3
rg3599,ac2287
rg3600,ac141
rg3601,ac3836
rg3602,ac4245
rg3603,ac3723
rg3604,ac3932
rg3605,ac141
rg3606,ac1028
rg3607,ac2953
rg3608,ac454
rg3609,ac4192
rg3610,ac3631
rg3611,ac260
rg3612,ac2114
rg3613,ac962
rg3614,ac3332
rg3615,ac3751
rg3616,ac399
rg3617,ac3320
rg3618,ac1532
rg3619,ac1726
rg3620,ac2450
rg3621,ac3723
rg3622,ac4172
rg3623,ac4172
rg3624,ac103
rg3625,ac4197
rg3626,ac141
rg3627,ac954
rg3628,ac2989
rg3629,ac2428
rg3630,ac76
rg3631,ac2498
rg3632,ac4056
rg3633,ac3095
rg3634,ac4134
rg3635,ac141
rg3636,ac3089
rg3637,ac81
rg3638,ac1777
rg3639,ac2942
rg3640,ac851
rg3641,ac485
rg3642,ac141
rg3643,ac2821
rg3644,ac3247
rg3645,ac141
rg3646,ac236
rg3647,ac2039
rg3648,ac141
rg3649,ac141
rg3650,ac3968
rg3651,ac2365
rg3652,ac1754
rg3653,ac2202
rg3654,ac141
rg3655,ac1172
rg3656,ac1635
rg3657,ac3960
rg3658,ac1766
rg3659,ac141
rg3660,ac3538
rg3661,ac3227
rg3662,ac141
rg3663,ac2556
rg3664,ac4142
rg3665,ac3852
rg3666,ac4222
rg3667,ac3134
rg3668,ac2583
rg3669,ac4353
rg3670,ac563
rg3671,ac815
rg3672,ac1955
rg3673,ac2909
rg3674,ac843
rg3675,ac4435
rg3676,ac141
rg3677,ac1098
rg3678,ac519
rg3679,ac1538
rg3680,ac2210
rg3681,ac1876
rg3682,ac1328
rg3683,ac2026
rg3684,ac141
rg3685,ac3426
rg3686,ac1425
rg3687,ac141
rg3688,ac2756
rg3689,ac2170
rg3690,ac3898
rg3691,ac1316
rg3692,ac868
rg3693,ac412
rg3694,ac373
rg3695,ac3781
rg3696,ac2464
rg3697,ac1603
rg3698,ac2048
rg3699,ac3750
rg3700,ac3534
rg3701,ac2955
rg3702,ac2955
rg3703,ac633
rg3704,ac1564
rg3705,ac1537
rg3706,ac1191
rg3707,ac320
rg3708,ac664
rg3709,ac3688
rg3710,ac2843
rg3711,ac920
rg3712,ac290
rg3713,ac1552
rg3714,ac183
rg3715,ac4253
rg3716,ac893
rg3717,ac3106
rg3718,ac3464
rg3719,ac3826
rg3720,ac937
rg3721,ac57
rg3722,ac480
rg3723,ac1129
rg3724,ac4352
rg3725,ac141
rg3726,ac3147
rg3727,ac1927
rg3728,ac1084
rg3729,ac4196
rg3730,ac3671
rg3731,ac141
rg3732,ac3003
rg3733,ac3855
rg3734,ac1665
rg3735,ac3359
rg3736,ac346
rg3737,ac2861
rg3738,ac2650
rg3739,ac141
rg3740,ac911
rg3741,ac1309
rg3742,ac4293
rg3743,ac2845
rg3744,ac2079
rg3745,ac281
rg3746,ac141
rg3747,ac141
rg3748,ac4393
rg3749,ac3065
rg3750,ac83
rg3751,ac2176
rg3752,ac141
rg3753,ac4285
rg3754,ac1711
rg3755,ac4617
rg3756,ac140
rg3757,ac141
rg3758,ac160
rg3759,ac3278
rg3760,ac757
rg3761,ac639
rg3762,ac1716
rg3763,ac2105
rg3764,ac4596
rg3765,ac2767
rg3766,ac2767
rg3767,ac2987
rg3768,ac141
rg3769,ac2917
rg3770,ac3983
rg3771,ac141
rg3772,ac1169
rg3773,ac1362
rg3774,ac141
rg3775,ac566
rg3776,ac1334
rg3777,ac458
rg3778,ac141
rg3779,ac757
rg3780,ac330
rg3781,ac141
rg3782,ac129
rg3783,ac4260
rg3784,ac2218
rg3785,ac2951
rg3786,ac1650
rg3787,ac2845
rg3788,ac4161
rg3789,ac3424
rg3790,ac74
rg3791,ac3571
rg3792,ac3689
rg3793,ac4324
rg3794,ac3165
rg3795,ac3640
rg3796,ac141
rg3797,ac1192
rg3798,ac3609
rg3799,ac3617
rg3800,ac4249
rg3801,ac141
rg3802,ac2126
rg3803,ac2280
rg3804,ac3276
rg3805,ac3455
rg3806,ac1265
rg3807,ac2361
rg3808,ac4330
rg3809,ac1411
rg3810,ac141
rg3811,ac1917
rg3812,ac2311
rg3813,ac141
rg3814,ac374
rg3815,ac3966
rg3816,ac2268
rg3817,ac141
rg3818,ac1281
rg3819,ac1014
rg3820,ac4487
rg3821,ac1437
rg3822,ac4532
rg3823,ac2932
rg3824,ac4319
rg3825,ac2023
rg3826,ac581
rg3827,ac2840
rg3828,ac4384
rg3829,ac1677
rg3830,ac1677
rg3831,ac3643
rg3832,ac130
rg3833,ac3602
rg3834,ac2944
rg3835,ac3118
rg3836,ac141
rg3837,ac3190
rg3838,ac181
rg3839,ac762
rg3840,ac2420
rg3841,ac4087
rg3842,ac3516
rg3843,ac141
rg3844,ac3001
rg3845,ac3100
rg3846,ac1567
rg3847,ac146
rg3848,ac528
rg3849,ac3113
rg3850,ac375
rg3851,ac4425
rg3852,ac1043
rg3853,ac3045
rg3854,ac3045
rg3855,ac1468
rg3856,ac3582
rg3857,ac3913
rg3858,ac1846
rg3859,ac2418
rg3860,ac1731
rg3861,ac4017
rg3862,ac3542
rg3863,ac2564
rg3864,ac141
rg3865,ac141
rg3866,ac2607
rg3867,ac723
rg3868,ac826
rg3869,ac3745
rg3870,ac3896
rg3871,ac1678
rg3872,ac3836
rg3873,ac3048
rg3874,ac704
rg3875,ac141
rg3876,ac2645
rg3877,ac2658
rg3878,ac4463
rg3879,ac1989
rg3880,ac3357
rg3881,ac1026
rg3882,ac3502
rg3883,ac377
rg3884,ac168
rg3885,ac3809
rg3886,ac1687
rg3887,ac626
rg3888,ac613
rg3889,ac153
rg3890,ac452
rg3891,ac4058
rg3892,ac141
rg3893,ac359
rg3894,ac4003
rg3895,ac709
rg3896,ac4570
rg3897,ac2331
rg3898,ac838
rg3899,ac2442
rg3900,ac1999
rg3901,ac3169
rg3902,ac654
rg3903,ac1351
rg3904,ac2818
rg3905,ac3829
rg3906,ac3601
rg3907,ac139
rg3908,ac3620
rg3909,ac3103
rg3910,ac2709
rg3911,ac141
rg3912,ac1982
rg3913,ac2149
rg3914,ac603
rg3915,ac589
rg3916,ac141
rg3917,ac4428
rg3918,ac579
rg3919,ac1699
rg3920,ac1806
rg3921,ac2279
rg3922,ac1037
rg3923,ac264
rg3924,ac938
rg3925,ac141
rg3926,ac3188
rg3927,ac1460
rg3928,ac707
rg3929,ac3774
rg3930,ac3874
rg3931,ac80
rg3932,ac3836
rg3933,ac2924
rg3934,ac2523
rg3935,ac1795
rg3936,ac4339
rg3937,ac141
rg3938,ac1901
rg3939,ac80
rg3940,ac3598
rg3941,ac1333
rg3942,ac450
rg3943,ac721
rg3944,ac667
rg3945,ac1265
rg3946,ac523
rg3947,ac700
rg3948,ac1249
rg3949,ac4360
rg3950,ac665
rg3951,ac3221
rg3952,ac141
rg3953,ac1548
rg3954,ac3488
rg3955,ac3030
rg3956,ac2587
rg3957,ac3245
rg3958,ac4314
rg3959,ac3701
rg3960,ac2876
rg3961,ac2130
rg3962,ac4503
rg3963,ac1109
rg3964,ac2320
rg3965,ac2320
rg3966,ac3900
rg3967,ac141
rg3968,ac141
rg3969,ac2813
rg3970,ac3499
rg3971,ac1714
rg3972,ac338
rg3973,ac2280
rg3974,ac1602
rg3975,ac2325
rg3976,ac894
rg3977,ac1088
rg3978,ac1831
rg3979,ac108
rg3980,ac1851
rg3981,ac4360
rg3982,ac2910
rg3983,ac2974
rg3984,ac459
rg3985,ac4347
rg3986,ac4233
rg3987,ac3836
rg3988,ac141
rg3989,ac3530
rg3990,ac2317
rg3991,ac970
rg3992,ac2662
rg3993,ac2361
rg3994,ac454
rg3995,ac809
rg3996,ac3205
rg3997,ac1042
rg3998,ac2054
rg3999,ac263
rg4000,ac141
rg4001,ac3998
rg4002,ac21
rg4003,ac4491
rg4004,ac113
rg4005,ac4175
rg4006,ac3815
rg4007,ac3267
rg4008,ac2630
rg4009,ac141
rg4010,ac3117
rg4011,ac4369
rg4012,ac4160
rg4013,ac4159
rg4014,ac1343
rg4015,ac1196
rg4016,ac141
rg4017,ac3906
rg4018,ac993
rg4019,ac3342
rg4020,ac1565
rg4021,ac3049
rg4022,ac3049
rg4023,ac1849
rg4024,ac1130
rg4025,ac141
rg4026,ac383
rg4027,ac2354
rg4028,ac3025
rg4029,ac3600
rg4030,ac488
rg4031,ac352
rg4032,ac141
rg4033,ac4041
rg4034,ac1122
rg4035,ac1060
rg4036,ac141
rg4037,ac141
rg4038,ac3752
rg4039,ac4086
rg4040,ac141
rg4041,ac919
rg4042,ac3549
rg4043,ac3549
rg4044,ac141
rg4045,ac141
rg4046,ac4289
rg4047,ac1418
rg4048,ac4263
rg4049,ac4255
rg4050,ac141
rg4051,ac1908
rg4052,ac476
rg4053,ac2162
rg4054,ac3217
rg4055,ac3357
rg4056,ac141
rg4057,ac141
rg4058,ac3357
rg4059,ac805
rg4060,ac1987
rg4061,ac2303
rg4062,ac2303
rg4063,ac1809
rg4064,ac1164
rg4065,ac2816
rg4066,ac141
rg4067,ac2815
rg4068,ac706
rg4069,ac4607
rg4070,ac3168
rg4071,ac3168
rg4072,ac2653
rg4073,ac141
rg4074,ac667
rg4075,ac894
rg4076,ac4088
rg4077,ac4088
rg4078,ac31
rg4079,ac1705
rg4080,ac3387
rg4081,ac524
rg4082,ac103
rg4083,ac4402
rg4084,ac2814
rg4085,ac3801
rg4086,ac932
rg4087,ac1675
rg4088,ac1675
rg4089,ac2831
rg4090,ac2365
rg4091,ac2225
rg4092,ac4106
rg4093,ac141
rg4094,ac141
rg4095,ac2392
rg4096,ac3421
rg4097,ac4017
rg4098,ac141
rg4099,ac4436
rg4100,ac4195
rg4101,ac160
rg4102,ac2249
rg4103,ac228
rg4104,ac1638
rg4105,ac715
rg4106,ac1713
rg4107,ac328
rg4108,ac2282
rg4109,ac1872
rg4110,ac2412
rg4111,ac1570
rg4112,ac50
rg4113,ac2462
rg4114,ac3797
rg4115,ac4231
rg4116,ac3178
rg4117,ac141
rg4118,ac1397
rg4119,ac141
rg4120,ac141
rg4121,ac2145
rg4122,ac2911
rg4123,ac2720
rg4124,ac369
rg4125,ac136
rg4126,ac3405
rg4127,ac926
rg4128,ac3446
rg4129,ac1416
rg4130,ac141
rg4131,ac1191
rg4132,ac141
rg4133,ac950
rg4134,ac141
rg4135,ac4035
rg4136,ac2763
rg4137,ac141
rg4138,ac2234
rg4139,ac1421
rg4140,ac2595
rg4141,ac3064
rg4142,ac2594
rg4143,ac4061
rg4144,ac3897
rg4145,ac2643
rg4146,ac141
rg4147,ac141
rg4148,ac3667
rg4149,ac1500
rg4150,ac625
rg4151,ac762
rg4152,ac2147
rg4153,ac500
rg4154,ac3870
rg4155,ac4563
rg4156,ac2234
rg4157,ac2303
rg4158,ac438
rg4159,ac439
rg4160,ac3793
rg4161,ac4282
rg4162,ac3790
rg4163,ac141
rg4164,ac1462
rg4165,ac688
rg4166,ac1447
rg4167,ac182
rg4168,ac1423
rg4169,ac1226
rg4170,ac3474
rg4171,ac2740
rg4172,ac3182
rg4173,ac3182
rg4174,ac2925
rg4175,ac2138
rg4176,ac141
rg4177,ac502
rg4178,ac364
rg4179,ac2627
rg4180,ac88
rg4181,ac800
rg4182,ac141
rg4183,ac141
rg4184,ac2353
rg4185,ac1106
rg4186,ac4243
rg4187,ac84
rg4188,ac57
rg4189,ac3224
rg4190,ac3798
rg4191,ac695
rg4192,ac3715
rg4193,ac189
rg4194,ac4548
rg4195,ac629
rg4196,ac3715
rg4197,ac2606
rg4198,ac2347
rg4199,ac2893
rg4200,ac1682
rg4201,ac3434
rg4202,ac848
rg4203,ac3056
rg4204,ac1925
rg4205,ac3504
rg4206,ac1792
rg4207,ac141
rg4208,ac1986
rg4209,ac141
rg4210,ac141
rg4211,ac3270
rg4212,ac1619
rg4213,ac720
rg4214,ac3475
rg4215,ac437
rg4216,ac141
rg4217,ac3292
rg4218,ac508
rg4219,ac1955
rg4220,ac1343
rg4221,ac661
rg4222,ac3106
rg4223,ac3106
rg4224,ac70
rg4225,ac4213
rg4226,ac4204
rg4227,ac1909
rg4228,ac941
rg4229,ac3780
rg4230,ac1779
rg4231,ac833
rg4232,ac4068
rg4233,ac3112
rg4234,ac1834
rg4235,ac3324
rg4236,ac3065
rg4237,ac186
rg4238,ac4179
rg4239,ac801
rg4240,ac3118
rg4241,ac1993
rg4242,ac1890
rg4243,ac6
rg4244,ac3163
rg4245,ac1674
rg4246,ac141
rg4247,ac893
rg4248,ac1888
rg4249,ac141
rg4250,ac3174
rg4251,ac141
rg4252,ac1517
rg4253,ac141
rg4254,ac4458
rg4255,ac2546
rg4256,ac141
rg4257,ac2363
rg4258,ac687
rg4259,ac2130
rg4260,ac2830
rg4261,ac415
rg4262,ac2736
rg4263,ac902
rg4264,ac3536
rg4265,ac3536
rg4266,ac2022
rg4267,ac2022
rg4268,ac3197
rg4269,ac141
rg4270,ac141
rg4271,ac141
rg4272,ac141
rg4273,ac393
rg4274,ac1563
rg4275,ac1210
rg4276,ac1926
rg4277,ac2106
rg4278,ac3489
rg4279,ac141
rg4280,ac1360
rg4281,ac254
rg4282,ac1554
rg4283,ac808
rg4284,ac141
rg4285,ac3645
rg4286,ac2868
rg4287,ac2437
rg4288,ac141
rg4289,ac2067
rg4290,ac1077
rg4291,ac3914
rg4292,ac807
rg4293,ac3165
rg4294,ac1799
rg4295,ac562
rg4296,ac141
rg4297,ac2942
rg4298,ac79
rg4299,ac253
rg4300,ac423
rg4301,ac141
rg4302,ac4210
rg4303,ac1573
rg4304,ac144
rg4305,ac2251
rg4306,ac141
rg4307,ac2752
rg4308,ac320
rg4309,ac141
rg4310,ac1550
rg4311,ac3138
rg4312,ac51
rg4313,ac141
rg4314,ac2728
rg4315,ac338
rg4316,ac3358
rg4317,ac141
rg4318,ac4556
rg4319,ac809
rg4320,ac4348
rg4321,ac141
rg4322,ac2750
rg4323,ac1668
rg4324,ac141
rg4325,ac141
rg4326,ac141
rg4327,ac449
rg4328,ac1297
rg4329,ac3503
rg4330,ac491
rg4331,ac141
rg4332,ac921
rg4333,ac3445
rg4334,ac141
rg4335,ac2911
rg4336,ac3422
rg4337,ac670
rg4338,ac141
rg4339,ac1579
rg4340,ac1994
rg4341,ac3153
rg4342,ac323
rg4343,ac1788
rg4344,ac2569
rg4345,ac141
rg4346,ac4249
rg4347,ac54
rg4348,ac141
rg4349,ac682
rg4350,ac1602
rg4351,ac4293
rg4352,ac1823
rg4353,ac141
rg4354,ac4485
rg4355,ac2262
rg4356,ac4488
rg4357,ac4352
rg4358,ac3034
rg4359,ac146
rg4360,ac852
rg4361,ac905
rg4362,ac141
rg4363,ac557
rg4364,ac3930
rg4365,ac141
rg4366,ac4068
rg4367,ac1718
rg4368,ac141
rg4369,ac521
rg4370,ac1765
rg4371,ac4104
rg4372,ac419
rg4373,ac1899
rg4374,ac891
rg4375,ac1137
rg4376,ac1261
rg4377,ac1392
rg4378,ac319
rg4379,ac3212
rg4380,ac4158
rg4381,ac3183
rg4382,ac3924
rg4383,ac3924
rg4384,ac3544
rg4385,ac3262
rg4386,ac251
rg4387,ac1374
rg4388,ac3275
rg4389,ac2536
rg4390,ac2430
rg4391,ac4088
rg4392,ac87
rg4393,ac237
rg4394,ac1690
rg4395,ac1895
rg4396,ac628
rg4397,ac508
rg4398,ac508
rg4399,ac693
rg4400,ac1422
rg4401,ac4467
rg4402,ac141
rg4403,ac1043
rg4404,ac4415
rg4405,ac550
rg4406,ac3953
rg4407,ac3565
rg4408,ac1825
rg4409,ac3650
rg4410,ac893
rg4411,ac3522
rg4412,ac1767
rg4413,ac1569
rg4414,ac3817
rg4415,ac127
rg4416,ac1457
rg4417,ac2077
rg4418,ac3001
rg4419,ac141
rg4420,ac1945
rg4421,ac4352
rg4422,ac3324
rg4423,ac3031
rg4424,ac2831
rg4425,ac2124
rg4426,ac1812
rg4427,ac2076
rg4428,ac141
rg4429,ac4114
rg4430,ac4114
rg4431,ac141
rg4432,ac4153
rg4433,ac141
rg4434,ac3693
rg4435,ac141
rg4436,ac3586
rg4437,ac195
rg4438,ac1345
rg4439,ac481
rg4440,ac163
rg4441,ac4246
